日期,战区,渠道,型号,客户,签收金额,数量
2025-07-22,广州,KA,KFR-50GW,客户18,20813,6
2025-07-07,广州,KA,KFR-50LW,客户08,13505,4
2025-07-12,广州,KA,KF-32GW,客户05,6713,3
2025-07-23,广州,KA,KFR-32GW,客户05,5616,2
2025-07-17,广州,KA,KFR-32GW,客户18,12622,5
2025-07-20,广州,KA,KFR-26GW,客户06,11826,5
2025-07-05,广州,KA,KFR-32GW,客户20,7145,3
2025-07-20,广州,B2B,KFR-32GW,客户26,23835,9
2025-07-17,广州,B2B,KFR-32GW,客户04,42923,15
2025-07-29,广州,B2B,KF-50GW,客户12,37143,11
2025-07-18,广州,B2B,KFR-32GW,客户08,28355,10
2025-07-05,广州,B2B,KF-26GW,客户09,18491,8
2025-07-05,广州,B2B,KF-32GW,客户22,11689,5
2025-07-12,广州,O2O,KFR-50LW,客户07,7250,2
2025-07-29,广州,O2O,KFR-26GW,客户17,2653,1
2025-07-24,广州,O2O,KF-32GW,客户05,2664,1
2025-07-24,东莞,传统,KF-26GW,客户06,3731,2
2025-07-23,东莞,传统,KF-32GW,客户04,3728,2
2025-07-03,东莞,传统,KFR-26GW,客户03,6254,3
2025-07-12,东莞,传统,KFR-32GW,客户01,6089,3
2025-07-19,东莞,传统,KFR-120LW,客户08,7485,2
2025-07-10,东莞,传统,KFR-35GW,客户20,2385,1
2025-07-28,东莞,传统,KFR-50LW,客户01,9451,3
2025-07-11,东莞,传统,KF-35GW,客户04,3973,2
2025-07-24,东莞,传统,KF-26GW,客户28,1817,1
2025-07-11,东莞,KA,KFR-50LW,客户12,20047,6
2025-07-08,东莞,KA,KFR-26GW,客户04,4506,2
2025-07-20,东莞,KA,KF-32GW,客户04,9873,4
2025-07-27,东莞,KA,KF-26GW,客户27,8682,4
2025-07-29,东莞,KA,KFR-50LW,客户02,22243,6
2025-07-27,东莞,KA,KFR-26GW,客户25,13728,6
2025-07-31,东莞,KA,KF-32GW,客户06,9297,4
2025-07-10,东莞,KA,KF-35GW,客户08,11316,5
2025-07-15,东莞,KA,KF-35GW,客户17,4931,2
2025-07-04,东莞,B2B,KFR-50LW,客户01,37228,9
2025-07-24,东莞,B2B,KF-50GW,客户21,39027,12
2025-07-17,东莞,B2B,KFR-26GW,客户02,35877,15
2025-07-29,东莞,B2B,KFR-120LW,客户01,81255,15
2025-07-27,东莞,B2B,KF-35GW,客户08,40599,15
2025-07-08,东莞,O2O,KFR-26GW,客户14,2827,1
2025-07-05,东莞,O2O,KFR-26GW,客户06,2620,1
2025-07-07,南宁,传统,KFR-32GW,客户10,2082,1
2025-07-01,南宁,传统,KFR-100LW,客户01,11944,3
2025-07-07,南宁,传统,KFR-50GW,客户09,7901,3
2025-07-19,南宁,传统,KF-26GW,客户01,5260,3
2025-07-22,南宁,传统,KFR-32GW,客户06,6785,3
2025-07-16,南宁,传统,KF-35GW,客户24,2177,1
2025-07-18,南宁,传统,KF-26GW,客户07,3336,2
2025-07-08,南宁,KA,KFR-26GW,客户02,8701,4
2025-07-31,南宁,KA,KFR-120LW,客户02,24532,5
2025-07-16,南宁,KA,KFR-35GW,客户02,13736,5
2025-07-14,南宁,KA,KF-32GW,客户24,12863,6
2025-07-26,南宁,KA,KF-26GW,客户01,7607,4
2025-07-09,南宁,KA,KFR-50GW,客户12,13531,4
2025-07-02,南宁,KA,KFR-120LW,客户07,23074,5
2025-07-10,南宁,B2B,KF-26GW,客户06,13743,6
2025-07-04,南宁,B2B,KFR-50GW,客户03,32962,10
2025-07-05,南宁,B2B,KF-35GW,客户13,38897,15
2025-07-23,南宁,B2B,KFR-72LW,客户01,22100,5
2025-07-21,南宁,O2O,KFR-35GW,客户19,3221,1
2025-07-13,南宁,O2O,KFR-26GW,客户03,2922,1
2025-07-11,长沙,传统,KFR-32GW,客户21,4275,2
2025-07-01,长沙,传统,KFR-50GW,客户11,2852,1
2025-07-13,长沙,传统,KF-26GW,客户11,5255,3
2025-07-25,长沙,传统,KF-26GW,客户01,3481,2
2025-07-21,长沙,KA,KFR-26GW,客户19,11812,5
2025-07-17,长沙,KA,KFR-50GW,客户22,13773,4
2025-07-01,长沙,KA,KF-26GW,客户19,10462,5
2025-07-19,长沙,KA,KFR-26GW,客户22,13972,6
2025-07-26,长沙,B2B,KFR-32GW,客户13,38181,14
2025-07-04,长沙,B2B,KFR-35GW,客户10,14646,5
2025-07-14,长沙,O2O,KFR-100LW,客户09,11234,2
2025-07-18,长沙,O2O,KFR-26GW,客户29,4758,2
2025-08-13,深圳,传统,KFR-35GW,客户30,7112,3
2025-08-01,深圳,传统,KF-35GW,客户19,6409,3
2025-08-16,深圳,传统,KFR-50GW,客户03,5788,2
2025-08-03,深圳,传统,KFR-50LW,客户15,6277,2
2025-08-19,深圳,传统,KFR-26GW,客户02,4014,2
2025-08-27,深圳,传统,KFR-32GW,客户02,6709,3
2025-08-09,深圳,传统,KFR-50LW,客户03,5703,2
2025-08-20,深圳,传统,KFR-50GW,客户18,3041,1
2025-08-07,深圳,传统,KFR-50GW,客户01,8639,3
2025-08-08,深圳,传统,KF-26GW,客户21,4635,3
2025-08-18,深圳,传统,KFR-35GW,客户17,7033,3
2025-08-03,深圳,传统,KF-32GW,客户30,2036,1
2025-08-17,深圳,传统,KFR-35GW,客户19,2285,1
2025-08-29,深圳,传统,KF-26GW,客户02,3598,2
2025-08-05,深圳,KA,KFR-32GW,客户21,12842,5
2025-08-10,深圳,KA,KF-26GW,客户11,10942,5
2025-08-17,深圳,KA,KF-26GW,客户24,8552,4
2025-08-17,深圳,KA,KFR-35GW,客户25,16698,6
2025-08-17,深圳,KA,KF-26GW,客户21,8349,4
2025-08-24,深圳,KA,KFR-72LW,客户09,13806,3
2025-08-17,深圳,KA,KF-50GW,客户27,8873,3
2025-08-03,深圳,KA,KF-26GW,客户09,8329,4
2025-08-07,深圳,KA,KF-50GW,客户01,9420,3
2025-08-20,深圳,KA,KF-26GW,客户11,9035,4
2025-08-29,深圳,KA,KFR-32GW,客户06,16308,6
2025-08-28,深圳,KA,KFR-32GW,客户14,7734,3
2025-08-20,深圳,KA,KFR-50GW,客户18,14916,4
2025-08-03,深圳,KA,KF-26GW,客户27,11901,6
2025-08-09,深圳,B2B,KFR-26GW,客户03,23860,10
2025-08-19,深圳,B2B,KFR-50LW,客户02,62654,17
2025-08-07,深圳,B2B,KFR-72LW,客户29,94853,20
2025-08-05,深圳,B2B,KFR-32GW,客户20,32786,11
2025-08-11,深圳,B2B,KFR-32GW,客户09,14532,5
2025-08-22,深圳,B2B,KFR-26GW,客户29,20709,9
2025-08-08,深圳,B2B,KFR-50GW,客户05,28837,8
2025-08-27,深圳,B2B,KFR-50LW,客户06,64536,17
2025-08-31,深圳,O2O,KFR-50LW,客户25,4049,1
2025-08-18,深圳,O2O,KFR-32GW,客户14,5971,2
2025-08-22,深圳,O2O,KFR-50GW,客户16,7241,2
2025-08-28,深圳,O2O,KFR-26GW,客户25,5598,2
2025-08-20,广州,传统,KFR-120LW,客户18,4339,1
2025-08-24,广州,传统,KFR-50LW,客户30,2938,1
2025-08-17,广州,传统,KF-50GW,客户03,5239,2
2025-08-09,广州,传统,KFR-32GW,客户13,4507,2
2025-08-02,广州,传统,KFR-50LW,客户01,6176,2
2025-08-09,广州,传统,KFR-100LW,客户14,8171,2
2025-08-27,广州,传统,KFR-35GW,客户01,7180,3
2025-08-16,广州,传统,KFR-26GW,客户17,4072,2
2025-08-25,广州,传统,KFR-32GW,客户19,6493,3
2025-08-05,广州,传统,KFR-50LW,客户01,6642,2
2025-08-03,广州,传统,KF-26GW,客户02,1803,1
2025-08-09,广州,KA,KF-32GW,客户01,4515,2
2025-08-24,广州,KA,KF-50GW,客户03,20262,6
2025-08-19,广州,KA,KFR-26GW,客户22,9404,4
2025-08-31,广州,KA,KF-26GW,客户06,4192,2
2025-08-17,广州,KA,KFR-120LW,客户07,10431,2
2025-08-15,广州,KA,KFR-32GW,客户04,8137,3
2025-08-27,广州,KA,KFR-26GW,客户13,12948,6
2025-08-18,广州,KA,KF-32GW,客户01,9754,4
2025-08-30,广州,KA,KFR-35GW,客户06,17159,6
2025-08-06,广州,KA,KFR-50GW,客户02,6708,2
2025-08-06,广州,KA,KF-26GW,客户03,12720,6
2025-08-29,广州,B2B,KFR-32GW,客户06,19255,7
2025-08-10,广州,B2B,KF-26GW,客户04,24847,11
2025-08-09,广州,B2B,KFR-26GW,客户17,22325,10
2025-08-07,广州,B2B,KFR-32GW,客户05,33926,12
2025-08-09,广州,B2B,KFR-32GW,客户05,50837,19
2025-08-15,广州,B2B,KFR-26GW,客户06,37281,16
2025-08-05,广州,O2O,KF-26GW,客户02,5279,2
2025-08-26,广州,O2O,KFR-50LW,客户03,8038,2
2025-08-03,广州,O2O,KFR-35GW,客户06,7105,2
2025-08-22,东莞,传统,KFR-32GW,客户03,4439,2
2025-08-19,东莞,传统,KFR-100LW,客户09,7644,2
2025-08-23,东莞,传统,KFR-35GW,客户12,6954,3
2025-08-06,东莞,传统,KFR-26GW,客户06,1889,1
2025-08-12,东莞,传统,KFR-50GW,客户05,8716,3
2025-08-25,东莞,传统,KFR-35GW,客户09,2301,1
2025-08-24,东莞,传统,KFR-26GW,客户21,3560,2
2025-08-24,东莞,传统,KFR-50GW,客户22,5419,2
2025-08-30,东莞,传统,KFR-35GW,客户06,6950,3
2025-08-04,东莞,KA,KF-26GW,客户25,12917,6
2025-08-17,东莞,KA,KFR-50GW,客户20,20296,6
2025-08-31,东莞,KA,KFR-32GW,客户05,15803,6
2025-08-11,东莞,KA,KF-26GW,客户11,12814,6
2025-08-10,东莞,KA,KF-26GW,客户01,4157,2
2025-08-01,东莞,KA,KF-26GW,客户02,8292,4
2025-08-10,东莞,KA,KFR-100LW,客户03,13877,3
2025-08-05,东莞,KA,KFR-35GW,客户03,7859,3
2025-08-01,东莞,KA,KF-26GW,客户23,8806,4
2025-08-22,东莞,B2B,KFR-35GW,客户09,49167,17
2025-08-25,东莞,B2B,KFR-35GW,客户09,32195,12
2025-08-25,东莞,B2B,KF-35GW,客户07,39952,15
2025-08-20,东莞,B2B,KFR-35GW,客户04,52505,18
2025-08-01,东莞,B2B,KFR-50GW,客户01,67750,20
2025-08-12,东莞,O2O,KFR-72LW,客户19,8599,2
2025-08-05,东莞,O2O,KFR-35GW,客户22,7019,2
2025-08-14,东莞,O2O,KFR-50LW,客户01,8169,2
2025-08-27,南宁,传统,KFR-35GW,客户03,2319,1
2025-08-06,南宁,传统,KFR-50GW,客户04,5934,2
2025-08-22,南宁,传统,KFR-32GW,客户16,2123,1
2025-08-26,南宁,传统,KF-26GW,客户15,3554,2
2025-08-15,南宁,传统,KF-32GW,客户02,1861,1
2025-08-13,南宁,传统,KFR-26GW,客户15,5578,3
2025-08-20,南宁,传统,KFR-50GW,客户01,5639,2
2025-08-23,南宁,KA,KF-35GW,客户10,13431,5
2025-08-14,南宁,KA,KFR-35GW,客户11,11587,4
2025-08-05,南宁,KA,KFR-50LW,客户07,7406,2
2025-08-20,南宁,KA,KFR-26GW,客户28,13730,6
2025-08-15,南宁,KA,KF-26GW,客户08,4527,2
2025-08-20,南宁,KA,KFR-35GW,客户02,13925,5
2025-08-25,南宁,B2B,KFR-32GW,客户06,38944,14
2025-08-15,南宁,B2B,KF-32GW,客户11,24533,10
2025-08-12,南宁,B2B,KFR-35GW,客户14,25175,8
2025-08-04,南宁,B2B,KF-26GW,客户11,38458,17
2025-08-12,南宁,O2O,KFR-32GW,客户10,6239,2
2025-08-30,南宁,O2O,KF-50GW,客户16,3958,1
2025-08-11,长沙,传统,KFR-50LW,客户09,2849,1
2025-08-13,长沙,传统,KFR-35GW,客户02,6561,3
2025-08-30,长沙,传统,KFR-50LW,客户18,5541,2
2025-08-09,长沙,传统,KFR-100LW,客户05,8530,2
2025-08-31,长沙,KA,KF-26GW,客户01,10858,5
2025-08-18,长沙,KA,KFR-26GW,客户03,9815,4
2025-08-12,长沙,KA,KF-32GW,客户04,4687,2
2025-08-06,长沙,KA,KFR-72LW,客户03,20570,5
2025-08-22,长沙,B2B,KFR-120LW,客户13,54732,10
2025-08-05,长沙,B2B,KFR-35GW,客户01,34659,11
2025-08-04,长沙,B2B,KFR-35GW,客户09,45226,15
2025-08-20,长沙,O2O,KFR-26GW,客户05,2516,1
2025-08-18,长沙,O2O,KF-32GW,客户13,5202,2
2025-09-05,深圳,传统,KF-35GW,客户01,4013,2
2025-09-18,深圳,传统,KFR-50GW,客户18,3084,1
2025-09-19,深圳,传统,KF-26GW,客户16,3341,2
2025-09-12,深圳,传统,KF-50GW,客户14,8059,3
2025-09-11,深圳,传统,KFR-26GW,客户19,5571,3
2025-09-20,深圳,传统,KFR-50GW,客户09,2931,1
2025-09-01,深圳,传统,KFR-72LW,客户14,8840,3
2025-09-16,深圳,传统,KF-26GW,客户04,5701,3
2025-09-28,深圳,传统,KF-50GW,客户06,8091,3
2025-09-04,深圳,传统,KFR-26GW,客户07,2007,1
2025-09-13,深圳,传统,KFR-72LW,客户03,3519,1
2025-09-14,深圳,传统,KFR-50LW,客户06,2589,1
2025-09-22,深圳,传统,KF-35GW,客户04,3967,2
2025-09-17,深圳,传统,KF-50GW,客户19,4877,2
2025-09-30,深圳,KA,KFR-50GW,客户23,17193,5
2025-09-13,深圳,KA,KFR-50GW,客户27,9875,3
2025-09-22,深圳,KA,KFR-35GW,客户11,11438,4
2025-09-14,深圳,KA,KF-35GW,客户07,11686,5
2025-09-17,深圳,KA,KFR-50GW,客户14,20824,6
2025-09-01,深圳,KA,KF-50GW,客户13,16607,5
2025-09-12,深圳,KA,KFR-35GW,客户04,16143,6
2025-09-18,深圳,KA,KFR-26GW,客户13,10910,5
2025-09-08,深圳,KA,KFR-50LW,客户03,10096,3
2025-09-11,深圳,KA,KFR-32GW,客户27,8050,3
2025-09-08,深圳,KA,KFR-26GW,客户01,4681,2
2025-09-26,深圳,KA,KF-26GW,客户08,6781,3
2025-09-28,深圳,KA,KFR-32GW,客户09,5422,2
2025-09-24,深圳,KA,KF-35GW,客户02,11470,5
2025-09-28,深圳,B2B,KFR-26GW,客户01,48833,18
2025-09-29,深圳,B2B,KFR-35GW,客户20,34375,13
2025-09-02,深圳,B2B,KF-26GW,客户02,10377,5
2025-09-12,深圳,B2B,KFR-35GW,客户07,18707,6
2025-09-05,深圳,B2B,KFR-50GW,客户27,67492,19
2025-09-24,深圳,B2B,KF-32GW,客户19,20224,8
2025-09-16,深圳,B2B,KFR-32GW,客户07,42742,15
2025-09-15,深圳,O2O,KFR-26GW,客户14,2773,1
2025-09-23,深圳,O2O,KF-35GW,客户10,2951,1
2025-09-19,深圳,O2O,KFR-50GW,客户20,7654,2
2025-09-08,深圳,O2O,KFR-35GW,客户01,3403,1
2025-09-23,广州,传统,KFR-50LW,客户17,6244,2
2025-09-05,广州,传统,KFR-32GW,客户14,4280,2
2025-09-20,广州,传统,KF-26GW,客户16,1648,1
2025-09-19,广州,传统,KFR-35GW,客户07,7162,3
2025-09-12,广州,传统,KFR-35GW,客户12,5166,2
2025-09-06,广州,传统,KF-26GW,客户19,5026,3
2025-09-28,广州,传统,KF-50GW,客户15,8032,3
2025-09-06,广州,传统,KFR-50LW,客户10,6275,2
2025-09-29,广州,传统,KF-32GW,客户09,3742,2
2025-09-08,广州,传统,KFR-35GW,客户15,2300,1
2025-09-26,广州,传统,KFR-32GW,客户13,6768,3
2025-09-27,广州,KA,KFR-32GW,客户10,17233,6
2025-09-29,广州,KA,KF-26GW,客户22,12142,6
2025-09-11,广州,KA,KFR-32GW,客户03,5160,2
2025-09-28,广州,KA,KFR-50LW,客户04,22180,6
2025-09-08,广州,KA,KF-26GW,客户24,4044,2
2025-09-08,广州,KA,KFR-32GW,客户18,8042,3
2025-09-09,广州,KA,KF-26GW,客户09,4458,2
2025-09-29,广州,KA,KFR-26GW,客户03,4589,2
2025-09-25,广州,KA,KF-35GW,客户10,5091,2
2025-09-29,广州,KA,KFR-72LW,客户09,26007,6
2025-09-03,广州,KA,KF-26GW,客户05,4326,2
2025-09-07,广州,KA,KFR-50GW,客户01,21079,6
2025-09-29,广州,B2B,KFR-35GW,客户01,55054,18
2025-09-01,广州,B2B,KFR-50GW,客户15,67807,19
2025-09-17,广州,B2B,KFR-32GW,客户07,35068,13
2025-09-09,广州,B2B,KFR-50GW,客户04,50985,14
2025-09-21,广州,B2B,KF-32GW,客户04,31660,13
2025-09-16,广州,B2B,KFR-50GW,客户29,34432,10
2025-09-14,广州,O2O,KF-35GW,客户10,5947,2
2025-09-11,广州,O2O,KFR-120LW,客户01,11457,2
2025-09-08,广州,O2O,KFR-100LW,客户11,5434,1
2025-09-25,广州,O2O,KFR-32GW,客户10,6279,2
2025-09-11,东莞,传统,KFR-26GW,客户05,5839,3
2025-09-28,东莞,传统,KFR-32GW,客户19,2335,1
2025-09-21,东莞,传统,KFR-32GW,客户15,4947,2
2025-09-09,东莞,传统,KFR-72LW,客户07,10006,3
2025-09-24,东莞,传统,KFR-32GW,客户04,4227,2
2025-09-10,东莞,传统,KFR-35GW,客户19,4857,2
2025-09-02,东莞,传统,KFR-50GW,客户07,6363,2
2025-09-15,东莞,传统,KF-50GW,客户06,2589,1
2025-09-09,东莞,传统,KF-26GW,客户01,5449,3
2025-09-11,东莞,KA,KFR-35GW,客户05,15213,5
2025-09-09,东莞,KA,KFR-50LW,客户18,10506,3
2025-09-24,东莞,KA,KFR-26GW,客户04,8891,4
2025-09-25,东莞,KA,KFR-50GW,客户18,19148,5
2025-09-08,东莞,KA,KFR-100LW,客户16,22234,5
2025-09-11,东莞,KA,KFR-35GW,客户13,14438,5
2025-09-04,东莞,KA,KFR-35GW,客户06,11441,4
2025-09-14,东莞,KA,KFR-50GW,客户25,6598,2
2025-09-10,东莞,KA,KF-32GW,客户24,15251,6
2025-09-09,东莞,B2B,KFR-50LW,客户08,53546,15
2025-09-05,东莞,B2B,KFR-50LW,客户22,18596,5
2025-09-25,东莞,B2B,KF-26GW,客户01,35648,15
2025-09-11,东莞,B2B,KFR-50GW,客户25,35908,10
2025-09-09,东莞,B2B,KFR-50GW,客户09,56839,15
2025-09-21,东莞,O2O,KF-26GW,客户01,2824,1
2025-09-02,东莞,O2O,KFR-50GW,客户07,8246,2
2025-09-19,东莞,O2O,KF-35GW,客户10,2680,1
2025-09-19,南宁,传统,KFR-26GW,客户10,3878,2
2025-09-19,南宁,传统,KFR-35GW,客户01,2223,1
2025-09-28,南宁,传统,KFR-26GW,客户12,1743,1
2025-09-20,南宁,传统,KF-32GW,客户12,3842,2
2025-09-09,南宁,传统,KFR-100LW,客户03,3844,1
2025-09-05,南宁,传统,KFR-50GW,客户25,8083,3
2025-09-25,南宁,传统,KFR-100LW,客户01,10905,3
2025-09-13,南宁,KA,KF-32GW,客户08,4602,2
2025-09-14,南宁,KA,KFR-72LW,客户01,21660,5
2025-09-22,南宁,KA,KFR-32GW,客户23,15835,6
2025-09-12,南宁,KA,KF-26GW,客户11,6489,3
2025-09-05,南宁,KA,KF-35GW,客户17,14144,6
2025-09-20,南宁,KA,KFR-32GW,客户02,10563,4
2025-09-18,南宁,KA,KF-35GW,客户01,7642,3
2025-09-06,南宁,B2B,KFR-26GW,客户24,28783,12
2025-09-25,南宁,B2B,KFR-50GW,客户04,38877,11
2025-09-01,南宁,B2B,KFR-35GW,客户02,62196,19
2025-09-13,南宁,B2B,KFR-50GW,客户18,43400,11
2025-09-06,南宁,O2O,KFR-50GW,客户03,7846,2
2025-09-06,南宁,O2O,KFR-50LW,客户12,4202,1
2025-09-14,长沙,传统,KFR-26GW,客户09,5141,3
2025-09-12,长沙,传统,KFR-32GW,客户30,7365,3
2025-09-14,长沙,传统,KFR-50GW,客户10,5965,2
2025-09-12,长沙,传统,KFR-50GW,客户23,5717,2
2025-09-21,长沙,KA,KF-32GW,客户08,9535,4
2025-09-01,长沙,KA,KFR-100LW,客户07,24840,5
2025-09-06,长沙,KA,KF-35GW,客户04,11022,4
2025-09-05,长沙,KA,KFR-50LW,客户02,11240,3
2025-09-12,长沙,B2B,KF-26GW,客户01,26229,11
2025-09-06,长沙,B2B,KFR-72LW,客户22,75408,18
2025-09-26,长沙,O2O,KFR-50LW,客户02,3940,1
2025-09-13,长沙,O2O,KFR-32GW,客户10,6665,2
2025-10-01,深圳,传统,KF-35GW,客户04,4245,2
2025-10-30,深圳,传统,KF-32GW,客户01,1969,1
2025-10-04,深圳,传统,KFR-50GW,客户11,8530,3
2025-10-14,深圳,传统,KFR-26GW,客户25,1863,1
2025-10-29,深圳,传统,KF-50GW,客户02,4919,2
2025-10-26,深圳,传统,KFR-50LW,客户02,9215,3
2025-10-11,深圳,传统,KFR-100LW,客户05,7920,2
2025-10-22,深圳,传统,KFR-100LW,客户06,11260,3
2025-10-05,深圳,传统,KF-26GW,客户09,5529,3
2025-10-08,深圳,传统,KFR-32GW,客户02,2064,1
2025-10-04,深圳,传统,KFR-100LW,客户18,10532,3
2025-10-22,深圳,传统,KFR-32GW,客户04,6954,3
2025-10-19,深圳,传统,KFR-35GW,客户17,4593,2
2025-10-14,深圳,KA,KFR-32GW,客户25,10006,4
2025-10-21,深圳,KA,KFR-35GW,客户02,5706,2
2025-10-01,深圳,KA,KFR-26GW,客户03,6329,3
2025-10-19,深圳,KA,KFR-32GW,客户01,8107,3
2025-10-21,深圳,KA,KFR-50GW,客户23,10736,3
2025-10-20,深圳,KA,KF-32GW,客户29,11463,5
2025-10-21,深圳,KA,KFR-32GW,客户08,10673,4
2025-10-11,深圳,KA,KF-26GW,客户27,8900,4
2025-10-15,深圳,KA,KF-32GW,客户09,14219,6
2025-10-26,深圳,KA,KFR-120LW,客户15,19466,4
2025-10-05,深圳,KA,KFR-35GW,客户15,16472,6
2025-10-05,深圳,KA,KFR-26GW,客户29,4901,2
2025-10-18,深圳,KA,KF-32GW,客户05,12499,5
2025-10-17,深圳,B2B,KFR-26GW,客户24,22214,10
2025-10-25,深圳,B2B,KFR-32GW,客户23,35972,12
2025-10-19,深圳,B2B,KFR-26GW,客户18,35909,16
2025-10-18,深圳,B2B,KF-32GW,客户11,39637,16
2025-10-06,深圳,B2B,KFR-32GW,客户28,27525,10
2025-10-27,深圳,B2B,KFR-100LW,客户23,59884,12
2025-10-31,深圳,B2B,KF-35GW,客户17,49532,18
2025-10-29,深圳,O2O,KFR-50GW,客户07,7807,2
2025-10-18,深圳,O2O,KFR-50GW,客户05,8367,2
2025-10-02,深圳,O2O,KFR-120LW,客户03,5668,1
2025-10-31,广州,传统,KFR-32GW,客户09,2206,1
2025-10-21,广州,传统,KF-50GW,客户07,2356,1
2025-10-31,广州,传统,KFR-50GW,客户13,2886,1
2025-10-04,广州,传统,KF-35GW,客户02,4129,2
2025-10-22,广州,传统,KF-26GW,客户13,5527,3
2025-10-04,广州,传统,KFR-35GW,客户05,7414,3
2025-10-15,广州,传统,KFR-50LW,客户11,8841,3
2025-10-20,广州,传统,KFR-35GW,客户02,6951,3
2025-10-02,广州,传统,KFR-50GW,客户01,8389,3
2025-10-21,广州,传统,KFR-35GW,客户25,2446,1
2025-10-25,广州,传统,KFR-50GW,客户12,8300,3
2025-10-31,广州,KA,KFR-50LW,客户01,20165,6
2025-10-14,广州,KA,KFR-72LW,客户06,22420,5
2025-10-27,广州,KA,KFR-26GW,客户02,8251,4
2025-10-22,广州,KA,KF-26GW,客户04,8378,4
2025-10-01,广州,KA,KF-32GW,客户30,4579,2
2025-10-14,广州,KA,KFR-26GW,客户21,6742,3
2025-10-18,广州,KA,KFR-120LW,客户01,23813,5
2025-10-13,广州,KA,KFR-72LW,客户12,22371,6
2025-10-19,广州,KA,KFR-26GW,客户02,4572,2
2025-10-29,广州,KA,KFR-26GW,客户29,6620,3
2025-10-12,广州,KA,KFR-72LW,客户22,8890,2
2025-10-31,广州,KA,KFR-100LW,客户08,21913,5
2025-10-22,广州,B2B,KF-32GW,客户18,43998,18
2025-10-04,广州,B2B,KF-35GW,客户03,30040,10
2025-10-24,广州,B2B,KFR-35GW,客户07,15407,5
2025-10-31,广州,B2B,KFR-50GW,客户25,59586,16
2025-10-11,广州,B2B,KFR-32GW,客户08,16086,6
2025-10-18,广州,B2B,KFR-50GW,客户30,47669,13
2025-10-24,广州,B2B,KF-26GW,客户11,33252,15
2025-10-20,广州,O2O,KFR-35GW,客户22,6861,2
2025-10-11,广州,O2O,KFR-50LW,客户21,4131,1
2025-10-16,广州,O2O,KF-32GW,客户01,2694,1
2025-10-16,东莞,传统,KF-26GW,客户03,5181,3
2025-10-11,东莞,传统,KFR-35GW,客户21,4752,2
2025-10-30,东莞,传统,KFR-26GW,客户03,3355,2
2025-10-13,东莞,传统,KFR-50LW,客户15,6090,2
2025-10-03,东莞,传统,KFR-72LW,客户01,3267,1
2025-10-23,东莞,传统,KF-26GW,客户26,5186,3
2025-10-30,东莞,传统,KFR-35GW,客户06,2419,1
2025-10-10,东莞,传统,KFR-35GW,客户23,7394,3
2025-10-08,东莞,传统,KFR-72LW,客户29,6298,2
2025-10-23,东莞,KA,KFR-26GW,客户11,9596,4
2025-10-15,东莞,KA,KF-50GW,客户04,9433,3
2025-10-28,东莞,KA,KFR-100LW,客户03,8923,2
2025-10-18,东莞,KA,KFR-72LW,客户23,23620,5
2025-10-13,东莞,KA,KFR-50LW,客户12,18758,5
2025-10-24,东莞,KA,KFR-72LW,客户25,22189,5
2025-10-12,东莞,KA,KFR-32GW,客户21,10700,4
2025-10-11,东莞,KA,KFR-35GW,客户27,8253,3
2025-10-23,东莞,KA,KFR-50LW,客户01,10546,3
2025-10-18,东莞,B2B,KFR-50LW,客户02,84205,20
2025-10-21,东莞,B2B,KFR-35GW,客户21,35775,12
2025-10-15,东莞,B2B,KF-50GW,客户22,36636,12
2025-10-14,东莞,B2B,KFR-32GW,客户22,50870,19
2025-10-18,东莞,B2B,KFR-26GW,客户30,11787,5
2025-10-22,东莞,O2O,KFR-100LW,客户25,11037,2
2025-10-19,东莞,O2O,KFR-35GW,客户28,6535,2
2025-10-23,东莞,O2O,KFR-32GW,客户25,3045,1
2025-10-15,南宁,传统,KFR-26GW,客户07,5435,3
2025-10-29,南宁,传统,KFR-35GW,客户17,4585,2
2025-10-22,南宁,传统,KFR-50LW,客户07,9628,3
2025-10-19,南宁,传统,KFR-72LW,客户24,11278,3
2025-10-03,南宁,传统,KFR-26GW,客户29,5919,3
2025-10-25,南宁,传统,KFR-50LW,客户18,9544,3
2025-10-01,南宁,传统,KF-26GW,客户03,2021,1
2025-10-23,南宁,KA,KFR-50LW,客户02,7639,2
2025-10-13,南宁,KA,KF-35GW,客户07,13025,5
2025-10-06,南宁,KA,KF-26GW,客户02,8776,4
2025-10-03,南宁,KA,KF-26GW,客户24,11204,5
2025-10-03,南宁,KA,KFR-32GW,客户07,7583,3
2025-10-09,南宁,KA,KFR-35GW,客户19,18134,6
2025-10-06,南宁,KA,KFR-26GW,客户13,14531,6
2025-10-13,南宁,B2B,KF-50GW,客户01,50546,15
2025-10-07,南宁,B2B,KFR-35GW,客户21,52253,16
2025-10-12,南宁,B2B,KFR-100LW,客户10,48801,11
2025-10-29,南宁,B2B,KFR-26GW,客户16,20927,9
2025-10-27,南宁,O2O,KF-32GW,客户20,2664,1
2025-10-26,南宁,O2O,KF-32GW,客户01,3037,1
2025-10-04,长沙,传统,KF-32GW,客户05,3767,2
2025-10-07,长沙,传统,KFR-35GW,客户03,7181,3
2025-10-31,长沙,传统,KFR-72LW,客户30,7105,2
2025-10-22,长沙,传统,KFR-50GW,客户15,5862,2
2025-10-31,长沙,KA,KFR-35GW,客户06,7564,3
2025-10-30,长沙,KA,KF-32GW,客户03,12056,5
2025-10-04,长沙,KA,KFR-50GW,客户23,20789,6
